ActivityStartDate,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,StatisticalBaseCode,MonitoringLocationIdentifier,LongitudeMeasure,LatitudeMeasure
2015-12-17,Stream flow,,5280,ft3/s,Mean,USGS-02336000,-84.2716,33.5133
2015-12-17,Stream flow,,150,m3/sec,Mean,USGS-02336000,-84.2716,33.5133
2015-12-17,Escherichia coli,,4200,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2017-10-05,Stream flow,,27,m3/sec,Mean,USGS-02336000,-84.2716,33.5133
2017-10-05,Stream flow,,944,ft3/s,Mean,USGS-02336000,-84.2716,33.5133
2017-10-05,Escherichia coli,,99,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2017-10-05,Total Coliform,Total,6500,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2013-09-12,"Temperature, water",,14.8,deg C,,USGS-02336000,-84.2716,33.5133
2013-09-12,Stream flow,,4290,ft3/s,Mean,USGS-02336000,-84.2716,33.5133
2013-09-12,Stream flow,,121,m3/sec,Mean,USGS-02336000,-84.2716,33.5133
2013-09-12,Escherichia coli,,130,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2013-09-12,Total Coliform,Total,4900,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2013-09-12,Turbidity,Total,19,FNU,,USGS-02336000,-84.2716,33.5133
2011-03-31,Stream flow,,3830,ft3/s,Mean,USGS-02336000,-84.2716,33.5133
2011-03-31,"Temperature, water",,11.0,deg C,,USGS-02336000,-84.2716,33.5133
2011-03-31,Specific conductance,Total,59,uS/cm @25C,,USGS-02336000,-84.2716,33.5133
2011-03-31,Stream flow,,108,m3/sec,Mean,USGS-02336000,-84.2716,33.5133
2011-03-31,Escherichia coli,,820,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2011-03-31,Total Coliform,Total,9700,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2011-03-31,Turbidity,Total,33,FNU,,USGS-02336000,-84.2716,33.5133
2021-09-02,"Temperature, water",,19.7,deg C,,USGS-02336000,-84.2716,33.5133
2021-09-02,Stream flow,,4060,ft3/s,Mean,USGS-02336000,-84.2716,33.5133
2021-09-02,"Height, gage",,5.33,ft,,USGS-02336000,-84.2716,33.5133
2021-09-02,Specific conductance,Total,82,uS/cm @25C,,USGS-02336000,-84.2716,33.5133
2021-09-02,"Height, gage",,1.62,m,,USGS-02336000,-84.2716,33.5133
2021-09-02,Stream flow,,115,m3/sec,Mean,USGS-02336000,-84.2716,33.5133
2021-09-02,Escherichia coli,,360,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2021-09-02,Total Coliform,Total,13000,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2021-09-02,Turbidity,Total,26,FNU,,USGS-02336000,-84.2716,33.5133
2016-10-20,Stream flow,,959,ft3/s,Mean,USGS-02336000,-84.2716,33.5133
2016-10-20,Stream flow,,27,m3/sec,Mean,USGS-02336000,-84.2716,33.5133
2016-10-20,Escherichia coli,,92,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2016-10-20,Total Coliform,Total,4800,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2011-08-11,"Temperature, water",,21.8,deg C,,USGS-02336000,-84.2716,33.5133
2011-08-11,Stream flow,,990,ft3/s,Mean,USGS-02336000,-84.2716,33.5133
2011-08-11,Specific conductance,Total,86,uS/cm @25C,,USGS-02336000,-84.2716,33.5133
2011-08-11,Stream flow,,28,m3/sec,Mean,USGS-02336000,-84.2716,33.5133
2011-08-11,Escherichia coli,,160,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2011-08-11,Total Coliform,Total,5200,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2011-08-11,Turbidity,Total,4.6,FNU,,USGS-02336000,-84.2716,33.5133
2022-03-17,"Temperature, water",,12.0,deg C,,USGS-02336000,-84.2716,33.5133
2022-03-17,Stream flow,,6270,ft3/s,Mean,USGS-02336000,-84.2716,33.5133
2022-03-17,"Height, gage",,6.66,ft,,USGS-02336000,-84.2716,33.5133
2022-03-17,Specific conductance,Total,60,uS/cm @25C,,USGS-02336000,-84.2716,33.5133
2022-03-17,"Height, gage",,2.03,m,,USGS-02336000,-84.2716,33.5133
2022-03-17,Stream flow,,178,m3/sec,Mean,USGS-02336000,-84.2716,33.5133
2022-03-17,Escherichia coli,,960,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2022-03-17,Turbidity,Total,23,FNU,,USGS-02336000,-84.2716,33.5133
2022-01-06,"Height, gage",,4.40,ft,,USGS-02336000,-84.2716,33.5133
2022-01-06,"Temperature, water",,10.9,deg C,,USGS-02336000,-84.2716,33.5133
2022-01-06,Stream flow,,2620,ft3/s,Mean,USGS-02336000,-84.2716,33.5133
2022-01-06,Specific conductance,Total,63,uS/cm @25C,,USGS-02336000,-84.2716,33.5133
2022-01-06,"Height, gage",,1.34,m,,USGS-02336000,-84.2716,33.5133
2022-01-06,Stream flow,,74,m3/sec,Mean,USGS-02336000,-84.2716,33.5133
2022-01-06,Escherichia coli,,160,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2022-01-06,Total Coliform,Total,2900,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2022-01-06,Turbidity,Total,16,FNU,,USGS-02336000,-84.2716,33.5133
2019-02-07,"Temperature, water",,9.8,deg C,,USGS-02336000,-84.2716,33.5133
2019-02-07,Stream flow,,8660,ft3/s,Mean,USGS-02336000,-84.2716,33.5133
2019-02-07,"Height, gage",,8.16,ft,,USGS-02336000,-84.2716,33.5133
2019-02-07,Specific conductance,Total,60,uS/cm @25C,,USGS-02336000,-84.2716,33.5133
2019-02-07,"Height, gage",,2.49,m,,USGS-02336000,-84.2716,33.5133
2019-02-07,Stream flow,,245,m3/sec,Mean,USGS-02336000,-84.2716,33.5133
2019-02-07,Escherichia coli,,120,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2019-02-07,Total Coliform,Total,1500,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2019-02-07,Turbidity,Total,18,FNU,,USGS-02336000,-84.2716,33.5133
2021-11-18,"Temperature, water",,13.7,deg C,,USGS-02336000,-84.2716,33.5133
2021-11-18,Stream flow,,1890,ft3/s,Mean,USGS-02336000,-84.2716,33.5133
2021-11-18,"Height, gage",,3.80,ft,,USGS-02336000,-84.2716,33.5133
2021-11-18,Specific conductance,Total,76,uS/cm @25C,,USGS-02336000,-84.2716,33.5133
2021-11-18,"Height, gage",,1.16,m,,USGS-02336000,-84.2716,33.5133
2021-11-18,Stream flow,,54,m3/sec,Mean,USGS-02336000,-84.2716,33.5133
2021-11-18,Escherichia coli,,17,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2021-11-18,Total Coliform,Total,560,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2016-03-17,Stream flow,,5950,ft3/s,Mean,USGS-02336000,-84.2716,33.5133
2016-03-17,Stream flow,,169,m3/sec,Mean,USGS-02336000,-84.2716,33.5133
2016-03-17,Escherichia coli,,74,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2016-03-17,Total Coliform,Total,2200,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2015-10-15,Stream flow,,2880,ft3/s,Mean,USGS-02336000,-84.2716,33.5133
2015-10-15,Stream flow,,82,m3/sec,Mean,USGS-02336000,-84.2716,33.5133
2015-10-15,Escherichia coli,,190,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2015-10-15,Total Coliform,Total,14000,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2022-03-24,"Temperature, water",,12.1,deg C,,USGS-02336000,-84.2716,33.5133
2022-03-24,Stream flow,,8950,ft3/s,Mean,USGS-02336000,-84.2716,33.5133
2022-03-24,"Height, gage",,8.49,ft,,USGS-02336000,-84.2716,33.5133
2022-03-24,Specific conductance,Total,58,uS/cm @25C,,USGS-02336000,-84.2716,33.5133
2022-03-24,"Height, gage",,2.59,m,,USGS-02336000,-84.2716,33.5133
2022-03-24,Stream flow,,253,m3/sec,Mean,USGS-02336000,-84.2716,33.5133
2022-03-24,Escherichia coli,,200,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2022-03-24,Total Coliform,Total,6900,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2022-03-24,Turbidity,Total,22,FNU,,USGS-02336000,-84.2716,33.5133
2012-11-08,Stream flow,,6240,ft3/s,Mean,USGS-02336000,-84.2716,33.5133
2012-11-08,"Temperature, water",,12.6,deg C,,USGS-02336000,-84.2716,33.5133
2012-11-08,Stream flow,,177,m3/sec,Mean,USGS-02336000,-84.2716,33.5133
2012-11-08,Escherichia coli,,170,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2012-11-08,Total Coliform,Total,11000,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2012-11-08,Turbidity,Total,41,FNU,,USGS-02336000,-84.2716,33.5133
2020-09-17,"Height, gage",,12.28,ft,,USGS-02336000,-84.2716,33.5133
2020-09-17,Stream flow,,11100,ft3/s,Mean,USGS-02336000,-84.2716,33.5133
2020-09-17,"Temperature, water",,19.2,deg C,,USGS-02336000,-84.2716,33.5133
2020-09-17,Specific conductance,Total,47,uS/cm @25C,,USGS-02336000,-84.2716,33.5133
2020-09-17,"Height, gage",,3.74,m,,USGS-02336000,-84.2716,33.5133
2020-09-17,Stream flow,,314,m3/sec,Mean,USGS-02336000,-84.2716,33.5133
2020-09-17,Escherichia coli,,11000,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2020-09-17,Turbidity,Total,190,FNU,,USGS-02336000,-84.2716,33.5133
2022-12-01,"Temperature, water",,11.5,deg C,,USGS-02336000,-84.2716,33.5133
2022-12-01,Stream flow,,4830,ft3/s,Mean,USGS-02336000,-84.2716,33.5133
2022-12-01,"Height, gage",,5.78,ft,,USGS-02336000,-84.2716,33.5133
2022-12-01,Specific conductance,Total,65,uS/cm @25C,,USGS-02336000,-84.2716,33.5133
2022-12-01,"Height, gage",,1.76,m,,USGS-02336000,-84.2716,33.5133
2022-12-01,Stream flow,,137,m3/sec,Mean,USGS-02336000,-84.2716,33.5133
2022-12-01,Escherichia coli,,2400,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2022-12-01,Turbidity,Total,50,FNU,,USGS-02336000,-84.2716,33.5133
2020-12-17,"Temperature, water",,10.8,deg C,,USGS-02336000,-84.2716,33.5133
2020-12-17,Stream flow,,2690,ft3/s,Mean,USGS-02336000,-84.2716,33.5133
2020-12-17,"Height, gage",,4.53,ft,,USGS-02336000,-84.2716,33.5133
2020-12-17,Specific conductance,Total,71,uS/cm @25C,,USGS-02336000,-84.2716,33.5133
2020-12-17,"Height, gage",,1.38,m,,USGS-02336000,-84.2716,33.5133
2020-12-17,Stream flow,,76,m3/sec,Mean,USGS-02336000,-84.2716,33.5133
2020-12-17,Escherichia coli,,110,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2020-12-17,Total Coliform,Total,3500,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2020-12-17,Turbidity,Total,8.0,FNU,,USGS-02336000,-84.2716,33.5133
2010-05-27,Stream flow,,2160,ft3/s,Mean,USGS-02336000,-84.2716,33.5133
2010-05-27,Stream flow,,61,m3/sec,Mean,USGS-02336000,-84.2716,33.5133
2010-05-27,Escherichia coli,,550,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2010-05-27,Total Coliform,Total,24000,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2010-05-27,Turbidity,Total,4.0,FNU,,USGS-02336000,-84.2716,33.5133
2018-09-13,"Temperature, water",,20.8,deg C,,USGS-02336000,-84.2716,33.5133
2018-09-13,Stream flow,,1120,ft3/s,Mean,USGS-02336000,-84.2716,33.5133
2018-09-13,"Height, gage",,3.01,ft,,USGS-02336000,-84.2716,33.5133
2018-09-13,Specific conductance,Total,96,uS/cm @25C,,USGS-02336000,-84.2716,33.5133
2018-09-13,"Height, gage",,0.92,m,,USGS-02336000,-84.2716,33.5133
2018-09-13,Stream flow,,32,m3/sec,Mean,USGS-02336000,-84.2716,33.5133
2018-09-13,Escherichia coli,,190,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2018-09-13,Total Coliform,Total,12000,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2018-09-13,Turbidity,Total,5.0,FNU,,USGS-02336000,-84.2716,33.5133
2021-07-22,"Temperature, water",,21.0,deg C,,USGS-02336000,-84.2716,33.5133
2021-07-22,Stream flow,,4350,ft3/s,Mean,USGS-02336000,-84.2716,33.5133
2021-07-22,"Height, gage",,5.50,ft,,USGS-02336000,-84.2716,33.5133
2021-07-22,Specific conductance,Total,74,uS/cm @25C,,USGS-02336000,-84.2716,33.5133
2021-07-22,"Height, gage",,1.68,m,,USGS-02336000,-84.2716,33.5133
2021-07-22,Stream flow,,123,m3/sec,Mean,USGS-02336000,-84.2716,33.5133
2021-07-22,Escherichia coli,,1100,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2021-07-22,Turbidity,Total,42,FNU,,USGS-02336000,-84.2716,33.5133
2023-02-23,Specific conductance,Total,64,uS/cm @25C,,USGS-02336000,-84.2716,33.5133
2023-02-23,"Height, gage",,1.83,m,,USGS-02336000,-84.2716,33.5133
2023-02-23,"Temperature, water",,12.0,deg C,,USGS-02336000,-84.2716,33.5133
2023-02-23,Stream flow,,5230,ft3/s,Mean,USGS-02336000,-84.2716,33.5133
2023-02-23,"Height, gage",,6.02,ft,,USGS-02336000,-84.2716,33.5133
2023-02-23,Stream flow,,148,m3/sec,Mean,USGS-02336000,-84.2716,33.5133
2023-02-23,Escherichia coli,,400,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2023-02-23,Total Coliform,Total,7700,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2023-02-23,Turbidity,Total,12,FNU,,USGS-02336000,-84.2716,33.5133
2019-05-23,"Temperature, water",,15.2,deg C,,USGS-02336000,-84.2716,33.5133
2019-05-23,Stream flow,,6420,ft3/s,Mean,USGS-02336000,-84.2716,33.5133
2019-05-23,"Height, gage",,6.74,ft,,USGS-02336000,-84.2716,33.5133
2019-05-23,Specific conductance,Total,63,uS/cm @25C,,USGS-02336000,-84.2716,33.5133
2019-05-23,"Height, gage",,2.05,m,,USGS-02336000,-84.2716,33.5133
2019-05-23,Stream flow,,182,m3/sec,Mean,USGS-02336000,-84.2716,33.5133
2019-05-23,Escherichia coli,,770,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2019-05-23,Total Coliform,Total,8700,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2019-05-23,Turbidity,Total,16,FNU,,USGS-02336000,-84.2716,33.5133
2010-08-26,Stream flow,,1100,ft3/s,Mean,USGS-02336000,-84.2716,33.5133
2010-08-26,Stream flow,,31,m3/sec,Mean,USGS-02336000,-84.2716,33.5133
2010-08-26,Escherichia coli,,180,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2010-08-26,Total Coliform,Total,6900,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2010-08-26,Turbidity,Total,4.0,FNU,,USGS-02336000,-84.2716,33.5133
2010-11-18,Stream flow,,1210,ft3/s,Mean,USGS-02336000,-84.2716,33.5133
2010-11-18,Stream flow,,34,m3/sec,Mean,USGS-02336000,-84.2716,33.5133
2010-11-18,Escherichia coli,,74,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2010-11-18,Total Coliform,Total,17000,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2016-05-19,Stream flow,,5710,ft3/s,Mean,USGS-02336000,-84.2716,33.5133
2016-05-19,Stream flow,,162,m3/sec,Mean,USGS-02336000,-84.2716,33.5133
2016-05-19,Escherichia coli,,530,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2013-12-19,Escherichia coli,,54,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2013-12-19,Total Coliform,Total,4500,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2021-06-17,"Temperature, water",,17.5,deg C,,USGS-02336000,-84.2716,33.5133
2021-06-17,Stream flow,,2330,ft3/s,Mean,USGS-02336000,-84.2716,33.5133
2021-06-17,"Height, gage",,4.17,ft,,USGS-02336000,-84.2716,33.5133
2021-06-17,Specific conductance,Total,73,uS/cm @25C,,USGS-02336000,-84.2716,33.5133
2021-06-17,"Height, gage",,1.27,m,,USGS-02336000,-84.2716,33.5133
2021-06-17,Stream flow,,66,m3/sec,Mean,USGS-02336000,-84.2716,33.5133
2021-06-17,Escherichia coli,,280,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2021-06-17,Total Coliform,Total,9200,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2021-06-17,Turbidity,Total,8.6,FNU,,USGS-02336000,-84.2716,33.5133
2010-07-15,Stream flow,,898,ft3/s,Mean,USGS-02336000,-84.2716,33.5133
2010-07-15,Stream flow,,25,m3/sec,Mean,USGS-02336000,-84.2716,33.5133
2010-07-15,Escherichia coli,,200,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2010-07-15,Total Coliform,Total,14000,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2010-07-15,Turbidity,Total,2.8,FNU,,USGS-02336000,-84.2716,33.5133
2013-03-21,"Temperature, water",,7.2,deg C,,USGS-02336000,-84.2716,33.5133
2013-03-21,Stream flow,,847,ft3/s,Mean,USGS-02336000,-84.2716,33.5133
2013-03-21,Stream flow,,24,m3/sec,Mean,USGS-02336000,-84.2716,33.5133
2013-03-21,Escherichia coli,,66,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2013-03-21,Total Coliform,Total,2500,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2013-03-21,Turbidity,Total,4.0,FNU,,USGS-02336000,-84.2716,33.5133
2010-07-01,Stream flow,,904,ft3/s,Mean,USGS-02336000,-84.2716,33.5133
2010-07-01,Stream flow,,26,m3/sec,Mean,USGS-02336000,-84.2716,33.5133
2010-07-01,Escherichia coli,,130,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2010-07-01,Total Coliform,Total,5800,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2010-07-01,Turbidity,Total,3.6,FNU,,USGS-02336000,-84.2716,33.5133
2020-09-10,"Temperature, water",,20.6,deg C,,USGS-02336000,-84.2716,33.5133
2020-09-10,Stream flow,,1020,ft3/s,Mean,USGS-02336000,-84.2716,33.5133
2020-09-10,"Height, gage",,2.94,ft,,USGS-02336000,-84.2716,33.5133
2020-09-10,Specific conductance,Total,90,uS/cm @25C,,USGS-02336000,-84.2716,33.5133
2020-09-10,"Height, gage",,0.90,m,,USGS-02336000,-84.2716,33.5133
2020-09-10,Stream flow,,29,m3/sec,Mean,USGS-02336000,-84.2716,33.5133
2020-09-10,Escherichia coli,,63,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2020-09-10,Total Coliform,Total,7300,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2020-09-10,Turbidity,Total,5.3,FNU,,USGS-02336000,-84.2716,33.5133
2013-02-28,"Temperature, water",,8.2,deg C,,USGS-02336000,-84.2716,33.5133
2013-02-28,Stream flow,,1820,ft3/s,Mean,USGS-02336000,-84.2716,33.5133
2013-02-28,Escherichia coli,,380,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2013-02-28,Total Coliform,Total,12000,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2013-02-28,Stream flow,,52,m3/sec,Mean,USGS-02336000,-84.2716,33.5133
2013-02-28,Turbidity,Total,45,FNU,,USGS-02336000,-84.2716,33.5133
2019-11-14,"Temperature, water",,11.5,deg C,,USGS-02336000,-84.2716,33.5133
2019-11-14,Stream flow,,3040,ft3/s,Mean,USGS-02336000,-84.2716,33.5133
2019-11-14,"Height, gage",,4.58,ft,,USGS-02336000,-84.2716,33.5133
2019-11-14,Specific conductance,Total,73,uS/cm @25C,,USGS-02336000,-84.2716,33.5133
2019-11-14,"Height, gage",,1.40,m,,USGS-02336000,-84.2716,33.5133
2019-11-14,Stream flow,,86,m3/sec,Mean,USGS-02336000,-84.2716,33.5133
2019-11-14,Escherichia coli,,180,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2019-11-14,Total Coliform,Total,5800,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2019-11-14,Turbidity,Total,11,FNU,,USGS-02336000,-84.2716,33.5133
2012-08-02,"Temperature, water",,20.9,deg C,,USGS-02336000,-84.2716,33.5133
2012-08-02,Stream flow,,1740,ft3/s,Mean,USGS-02336000,-84.2716,33.5133
2012-08-02,Stream flow,,49,m3/sec,Mean,USGS-02336000,-84.2716,33.5133
2012-08-02,Escherichia coli,,510,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2012-08-02,Total Coliform,Total,87000,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2012-08-02,Turbidity,Total,23,FNU,,USGS-02336000,-84.2716,33.5133
2020-09-03,"Temperature, water",,21.2,deg C,,USGS-02336000,-84.2716,33.5133
2020-09-03,Stream flow,,2030,ft3/s,Mean,USGS-02336000,-84.2716,33.5133
2020-09-03,"Height, gage",,4.00,ft,,USGS-02336000,-84.2716,33.5133
2020-09-03,Specific conductance,Total,81,uS/cm @25C,,USGS-02336000,-84.2716,33.5133
2020-09-03,"Height, gage",,1.22,m,,USGS-02336000,-84.2716,33.5133
2020-09-03,Stream flow,,57,m3/sec,Mean,USGS-02336000,-84.2716,33.5133
2020-09-03,Escherichia coli,,150,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2020-09-03,Total Coliform,Total,10000,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2020-09-03,Turbidity,Total,16,FNU,,USGS-02336000,-84.2716,33.5133
2011-09-01,"Temperature, water",,18.6,deg C,,USGS-02336000,-84.2716,33.5133
2011-09-01,Stream flow,,2630,ft3/s,Mean,USGS-02336000,-84.2716,33.5133
2011-09-01,Specific conductance,Total,87,uS/cm @25C,,USGS-02336000,-84.2716,33.5133
2011-09-01,Stream flow,,74,m3/sec,Mean,USGS-02336000,-84.2716,33.5133
2011-09-01,Escherichia coli,,70,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2011-09-01,Total Coliform,Total,6500,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2011-09-01,Turbidity,Total,14,FNU,,USGS-02336000,-84.2716,33.5133
2010-07-29,Stream flow,,830,ft3/s,Mean,USGS-02336000,-84.2716,33.5133
2010-07-29,Stream flow,,24,m3/sec,Mean,USGS-02336000,-84.2716,33.5133
2010-07-29,Escherichia coli,,300,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2010-07-29,Turbidity,Total,4.7,FNU,,USGS-02336000,-84.2716,33.5133
2015-10-29,Stream flow,,1630,ft3/s,Mean,USGS-02336000,-84.2716,33.5133
2015-10-29,Stream flow,,46,m3/sec,Mean,USGS-02336000,-84.2716,33.5133
2015-10-29,Escherichia coli,,83,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
2015-10-29,Total Coliform,Total,4100,MPN/100 ml,,USGS-02336000,-84.2716,33.5133
