ActivityStartDate,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,StatisticalBaseCode,MonitoringLocationIdentifier,LongitudeMeasure,LatitudeMeasure
2018-02-13,Fecal Coliform,,280,cfu/100ml,,USGS-02336300,-84.24275,33.49131
2018-02-13,Escherichia coli,,230,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2018-02-13,Total Coliform,Total,5000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2018-02-13,Turbidity,Total,15,FNU,,USGS-02336300,-84.24275,33.49131
2018-08-28,Stream width measure,,40.0,ft,,USGS-02336300,-84.24275,33.49131
2018-08-28,"Temperature, water",,24.3,deg C,,USGS-02336300,-84.24275,33.49131
2018-08-28,"Temperature, air",,28.9,deg C,,USGS-02336300,-84.24275,33.49131
2018-08-28,Stream flow,,0.72,m3/sec,Mean,USGS-02336300,-84.24275,33.49131
2018-08-28,Barometric pressure,,744,mm/Hg,,USGS-02336300,-84.24275,33.49131
2018-08-28,Stream flow,,26,ft3/s,Mean,USGS-02336300,-84.24275,33.49131
2018-08-28,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2018-08-28,"Height, gage",,2.29,ft,,USGS-02336300,-84.24275,33.49131
2018-08-28,Specific conductance,Total,187,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2018-08-28,"Acidity, (H+)",Total,0.00005,mg/l,,USGS-02336300,-84.24275,33.49131
2018-08-28,Oxygen,Dissolved,7.3,mg/l,,USGS-02336300,-84.24275,33.49131
2018-08-28,Oxygen,Dissolved,89,% saturatn,,USGS-02336300,-84.24275,33.49131
2018-08-28,pH,Total,7.3,std units,,USGS-02336300,-84.24275,33.49131
2018-08-28,"Height, gage",,0.70,m,,USGS-02336300,-84.24275,33.49131
2018-08-28,Fecal Coliform,,7900,cfu/100ml,,USGS-02336300,-84.24275,33.49131
2018-08-28,Escherichia coli,,1600,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2018-08-28,Total Coliform,Total,58000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2018-08-28,Turbidity,Total,3.4,FNU,,USGS-02336300,-84.24275,33.49131
2013-03-06,"Temperature, water",,7.9,deg C,,USGS-02336300,-84.24275,33.49131
2013-03-06,"Temperature, air",,6.4,deg C,,USGS-02336300,-84.24275,33.49131
2013-03-06,Barometric pressure,,745,mm/Hg,,USGS-02336300,-84.24275,33.49131
2013-03-06,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2013-03-06,"Height, gage",,2.78,ft,,USGS-02336300,-84.24275,33.49131
2013-03-06,Specific conductance,Total,142,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2013-03-06,"Acidity, (H+)",Total,0.00008,mg/l,,USGS-02336300,-84.24275,33.49131
2013-03-06,Oxygen,Dissolved,10.9,mg/l,,USGS-02336300,-84.24275,33.49131
2013-03-06,Oxygen,Dissolved,94,% saturatn,,USGS-02336300,-84.24275,33.49131
2013-03-06,pH,Total,7.1,std units,,USGS-02336300,-84.24275,33.49131
2013-03-06,"Height, gage",,0.85,m,,USGS-02336300,-84.24275,33.49131
2013-03-06,Fecal Coliform,,10,cfu/100ml,,USGS-02336300,-84.24275,33.49131
2013-03-06,Escherichia coli,,1600,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2013-03-06,Total Coliform,Total,16000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2013-03-06,Turbidity,Total,7.9,FNU,,USGS-02336300,-84.24275,33.49131
2017-06-06,Stream width measure,,60.0,ft,,USGS-02336300,-84.24275,33.49131
2017-06-06,"Temperature, water",,23.0,deg C,,USGS-02336300,-84.24275,33.49131
2017-06-06,"Temperature, air",,23.8,deg C,,USGS-02336300,-84.24275,33.49131
2017-06-06,Barometric pressure,,737,mm/Hg,,USGS-02336300,-84.24275,33.49131
2017-06-06,Stream flow,,110,ft3/s,Mean,USGS-02336300,-84.24275,33.49131
2017-06-06,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2017-06-06,"Height, gage",,3.15,ft,,USGS-02336300,-84.24275,33.49131
2017-06-06,Specific conductance,Total,82,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2017-06-06,"Acidity, (H+)",Total,0.00008,mg/l,,USGS-02336300,-84.24275,33.49131
2017-06-06,Oxygen,Dissolved,7.1,mg/l,,USGS-02336300,-84.24275,33.49131
2017-06-06,Oxygen,Dissolved,86,% saturatn,,USGS-02336300,-84.24275,33.49131
2017-06-06,pH,Total,7.1,std units,,USGS-02336300,-84.24275,33.49131
2017-06-06,"Height, gage",,0.96,m,,USGS-02336300,-84.24275,33.49131
2017-06-06,Stream flow,,3.1,m3/sec,Mean,USGS-02336300,-84.24275,33.49131
2017-06-06,Fecal Coliform,,2300,cfu/100ml,,USGS-02336300,-84.24275,33.49131
2017-06-06,Escherichia coli,,750,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2017-06-06,Total Coliform,Total,61000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2017-06-06,Turbidity,Total,35,FNU,,USGS-02336300,-84.24275,33.49131
2017-06-06,Suspended Sediment Concentration (SSC),Suspended,37,mg/l,,USGS-02336300,-84.24275,33.49131
2017-06-06,Specific conductance,Total,83,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2020-06-09,Stream width measure,,25.0,ft,,USGS-02336300,-84.24275,33.49131
2020-06-09,"Temperature, water",,24.1,deg C,,USGS-02336300,-84.24275,33.49131
2020-06-09,"Temperature, air",,27.0,deg C,,USGS-02336300,-84.24275,33.49131
2020-06-09,Barometric pressure,,741,mm/Hg,,USGS-02336300,-84.24275,33.49131
2020-06-09,Stream flow,,58,ft3/s,Mean,USGS-02336300,-84.24275,33.49131
2020-06-09,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2020-06-09,"Height, gage",,2.56,ft,,USGS-02336300,-84.24275,33.49131
2020-06-09,Specific conductance,Total,149,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2020-06-09,"Acidity, (H+)",Total,0.00006,mg/l,,USGS-02336300,-84.24275,33.49131
2020-06-09,Oxygen,Dissolved,6.5,mg/l,,USGS-02336300,-84.24275,33.49131
2020-06-09,Oxygen,Dissolved,79,% saturatn,,USGS-02336300,-84.24275,33.49131
2020-06-09,pH,Total,7.2,std units,,USGS-02336300,-84.24275,33.49131
2020-06-09,"Height, gage",,0.78,m,,USGS-02336300,-84.24275,33.49131
2020-06-09,Stream flow,,1.7,m3/sec,Mean,USGS-02336300,-84.24275,33.49131
2020-06-09,Escherichia coli,,5000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2020-06-09,Total Coliform,Total,240000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2020-06-09,Turbidity,Total,9.3,FNU,,USGS-02336300,-84.24275,33.49131
2017-06-20,Stream width measure,,69.0,ft,,USGS-02336300,-84.24275,33.49131
2017-06-20,"Temperature, water",,24.3,deg C,,USGS-02336300,-84.24275,33.49131
2017-06-20,"Temperature, air",,26.6,deg C,,USGS-02336300,-84.24275,33.49131
2017-06-20,Barometric pressure,,743,mm/Hg,,USGS-02336300,-84.24275,33.49131
2017-06-20,Stream flow,,57,ft3/s,Mean,USGS-02336300,-84.24275,33.49131
2017-06-20,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2017-06-20,"Height, gage",,2.67,ft,,USGS-02336300,-84.24275,33.49131
2017-06-20,Specific conductance,Total,142,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2017-06-20,"Acidity, (H+)",Total,0.00007,mg/l,,USGS-02336300,-84.24275,33.49131
2017-06-20,Oxygen,Dissolved,7.2,mg/l,,USGS-02336300,-84.24275,33.49131
2017-06-20,Oxygen,Dissolved,89,% saturatn,,USGS-02336300,-84.24275,33.49131
2017-06-20,pH,Total,7.2,std units,,USGS-02336300,-84.24275,33.49131
2017-06-20,"Height, gage",,0.81,m,,USGS-02336300,-84.24275,33.49131
2017-06-20,Stream flow,,1.6,m3/sec,Mean,USGS-02336300,-84.24275,33.49131
2017-06-20,Fecal Coliform,,100,cfu/100ml,,USGS-02336300,-84.24275,33.49131
2017-06-20,Escherichia coli,,450,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2017-06-20,Total Coliform,Total,28000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2017-06-20,Turbidity,Total,7.4,FNU,,USGS-02336300,-84.24275,33.49131
2014-06-10,"Height, gage",,0.76,m,,USGS-02336300,-84.24275,33.49131
2014-06-10,Stream flow,,1.1,m3/sec,Mean,USGS-02336300,-84.24275,33.49131
2014-06-10,Stream width measure,,50.0,ft,,USGS-02336300,-84.24275,33.49131
2014-06-10,"Temperature, water",,23.7,deg C,,USGS-02336300,-84.24275,33.49131
2014-06-10,"Temperature, air",,27.8,deg C,,USGS-02336300,-84.24275,33.49131
2014-06-10,Barometric pressure,,740,mm/Hg,,USGS-02336300,-84.24275,33.49131
2014-06-10,Stream flow,,39,ft3/s,Mean,USGS-02336300,-84.24275,33.49131
2014-06-10,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2014-06-10,"Height, gage",,2.50,ft,,USGS-02336300,-84.24275,33.49131
2014-06-10,Specific conductance,Total,169,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2014-06-10,"Acidity, (H+)",Total,0.00009,mg/l,,USGS-02336300,-84.24275,33.49131
2014-06-10,Oxygen,Dissolved,7.0,mg/l,,USGS-02336300,-84.24275,33.49131
2014-06-10,Oxygen,Dissolved,85,% saturatn,,USGS-02336300,-84.24275,33.49131
2014-06-10,pH,Total,7.1,std units,,USGS-02336300,-84.24275,33.49131
2014-06-10,Fecal Coliform,,1400,cfu/100ml,,USGS-02336300,-84.24275,33.49131
2014-06-10,Escherichia coli,,790,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2014-06-10,Total Coliform,Total,46000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2014-06-10,Turbidity,Total,4.4,FNU,,USGS-02336300,-84.24275,33.49131
2013-02-27,"Temperature, water",,8.5,deg C,,USGS-02336300,-84.24275,33.49131
2013-02-27,"Temperature, air",,10.3,deg C,,USGS-02336300,-84.24275,33.49131
2013-02-27,Barometric pressure,,740,mm/Hg,,USGS-02336300,-84.24275,33.49131
2013-02-27,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2013-02-27,"Height, gage",,3.27,ft,,USGS-02336300,-84.24275,33.49131
2013-02-27,Specific conductance,Total,100,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2013-02-27,"Acidity, (H+)",Total,0.00005,mg/l,,USGS-02336300,-84.24275,33.49131
2013-02-27,Oxygen,Dissolved,12.5,mg/l,,USGS-02336300,-84.24275,33.49131
2013-02-27,Oxygen,Dissolved,109,% saturatn,,USGS-02336300,-84.24275,33.49131
2013-02-27,pH,Total,7.3,std units,,USGS-02336300,-84.24275,33.49131
2013-02-27,"Height, gage",,1.00,m,,USGS-02336300,-84.24275,33.49131
2013-02-27,Fecal Coliform,,920,cfu/100ml,,USGS-02336300,-84.24275,33.49131
2013-02-27,Escherichia coli,,1100,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2013-02-27,Total Coliform,Total,9100,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2013-02-27,Turbidity,Total,18,FNU,,USGS-02336300,-84.24275,33.49131
2012-09-19,"Temperature, water",,20.7,deg C,,USGS-02336300,-84.24275,33.49131
2012-09-19,"Temperature, air",,23.1,deg C,,USGS-02336300,-84.24275,33.49131
2012-09-19,Barometric pressure,,747,mm/Hg,,USGS-02336300,-84.24275,33.49131
2012-09-19,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2012-09-19,"Height, gage",,2.67,ft,,USGS-02336300,-84.24275,33.49131
2012-09-19,Specific conductance,Total,62,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2012-09-19,"Acidity, (H+)",Total,0.00011,mg/l,,USGS-02336300,-84.24275,33.49131
2012-09-19,Oxygen,Dissolved,7.9,mg/l,,USGS-02336300,-84.24275,33.49131
2012-09-19,Oxygen,Dissolved,90,% saturatn,,USGS-02336300,-84.24275,33.49131
2012-09-19,pH,Total,7.0,std units,,USGS-02336300,-84.24275,33.49131
2012-09-19,"Height, gage",,0.81,m,,USGS-02336300,-84.24275,33.49131
2012-09-19,Fecal Coliform,,5600,cfu/100ml,,USGS-02336300,-84.24275,33.49131
2012-09-19,Escherichia coli,,3400,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2012-09-19,Total Coliform,Total,150000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2012-09-19,Turbidity,Total,27,FNU,,USGS-02336300,-84.24275,33.49131
2013-11-19,Stream width measure,,30.0,ft,,USGS-02336300,-84.24275,33.49131
2013-11-19,"Temperature, water",,11.6,deg C,,USGS-02336300,-84.24275,33.49131
2013-11-19,"Temperature, air",,11.9,deg C,,USGS-02336300,-84.24275,33.49131
2013-11-19,Barometric pressure,,747,mm/Hg,,USGS-02336300,-84.24275,33.49131
2013-11-19,Stream flow,,28,ft3/s,Mean,USGS-02336300,-84.24275,33.49131
2013-11-19,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2013-11-19,"Height, gage",,2.35,ft,,USGS-02336300,-84.24275,33.49131
2013-11-19,Specific conductance,Total,166,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2013-11-19,"Acidity, (H+)",Total,0.00005,mg/l,,USGS-02336300,-84.24275,33.49131
2013-11-19,Oxygen,Dissolved,8.9,mg/l,,USGS-02336300,-84.24275,33.49131
2013-11-19,Oxygen,Dissolved,83,% saturatn,,USGS-02336300,-84.24275,33.49131
2013-11-19,pH,Total,7.3,std units,,USGS-02336300,-84.24275,33.49131
2013-11-19,"Height, gage",,0.72,m,,USGS-02336300,-84.24275,33.49131
2013-11-19,Stream flow,,0.79,m3/sec,Mean,USGS-02336300,-84.24275,33.49131
2013-11-19,Fecal Coliform,,640,cfu/100ml,,USGS-02336300,-84.24275,33.49131
2013-11-19,Escherichia coli,,630,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2013-11-19,Total Coliform,Total,9200,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2013-11-19,Turbidity,Total,1.1,FNU,,USGS-02336300,-84.24275,33.49131
2017-08-08,Stream width measure,,70.0,ft,,USGS-02336300,-84.24275,33.49131
2017-08-08,"Temperature, water",,23.5,deg C,,USGS-02336300,-84.24275,33.49131
2017-08-08,"Temperature, air",,21.9,deg C,,USGS-02336300,-84.24275,33.49131
2017-08-08,Barometric pressure,,741,mm/Hg,,USGS-02336300,-84.24275,33.49131
2017-08-08,Stream flow,,530,ft3/s,Mean,USGS-02336300,-84.24275,33.49131
2017-08-08,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2017-08-08,"Height, gage",,5.25,ft,,USGS-02336300,-84.24275,33.49131
2017-08-08,Specific conductance,Total,69,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2017-08-08,"Acidity, (H+)",Total,0.00009,mg/l,,USGS-02336300,-84.24275,33.49131
2017-08-08,Oxygen,Dissolved,7.3,mg/l,,USGS-02336300,-84.24275,33.49131
2017-08-08,Oxygen,Dissolved,88,% saturatn,,USGS-02336300,-84.24275,33.49131
2017-08-08,pH,Total,7.1,std units,,USGS-02336300,-84.24275,33.49131
2017-08-08,"Height, gage",,1.60,m,,USGS-02336300,-84.24275,33.49131
2017-08-08,Stream flow,,15,m3/sec,Mean,USGS-02336300,-84.24275,33.49131
2017-08-08,Fecal Coliform,,56000,cfu/100ml,,USGS-02336300,-84.24275,33.49131
2017-08-08,Escherichia coli,,10000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2017-08-08,Total Coliform,Total,460000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2017-08-08,Turbidity,Total,79,FNU,,USGS-02336300,-84.24275,33.49131
2017-08-08,Suspended Sediment Concentration (SSC),Suspended,329,mg/l,,USGS-02336300,-84.24275,33.49131
2017-08-08,Specific conductance,Total,72,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2010-08-17,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2010-08-17,Specific conductance,Total,85,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2010-08-17,"Acidity, (H+)",Total,0.00003,mg/l,,USGS-02336300,-84.24275,33.49131
2010-08-17,pH,Total,7.5,std units,,USGS-02336300,-84.24275,33.49131
2010-08-17,Carbon dioxide,Total,1.5,mg/l,,USGS-02336300,-84.24275,33.49131
2010-08-17,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,1.5,mg/l,,USGS-02336300,-84.24275,33.49131
2010-08-17,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,0.90,mg/l,,USGS-02336300,-84.24275,33.49131
2010-08-17,Nitrite,Dissolved,0.013,mg/l as N,,USGS-02336300,-84.24275,33.49131
2010-08-17,Nitrate,Dissolved,0.528,mg/l as N,,USGS-02336300,-84.24275,33.49131
2010-08-17,Kjeldahl nitrogen,Dissolved,0.36,mg/l as N,,USGS-02336300,-84.24275,33.49131
2010-08-17,Kjeldahl nitrogen,Total,1.0,mg/l as N,,USGS-02336300,-84.24275,33.49131
2010-08-17,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.54,mg/l as N,,USGS-02336300,-84.24275,33.49131
2010-08-17,Orthophosphate,Dissolved,0.025,mg/l asPO4,,USGS-02336300,-84.24275,33.49131
2010-08-17,Phosphorus,Total,0.217,mg/l as P,,USGS-02336300,-84.24275,33.49131
2010-08-17,Phosphorus,Dissolved,0.015,mg/l as P,,USGS-02336300,-84.24275,33.49131
2010-08-17,Orthophosphate,Dissolved,0.008,mg/l as P,,USGS-02336300,-84.24275,33.49131
2010-08-17,"Hardness, Ca, Mg",,24.1,mg/l CaCO3,,USGS-02336300,-84.24275,33.49131
2010-08-17,Calcium,Dissolved,7.20,mg/l,,USGS-02336300,-84.24275,33.49131
2010-08-17,Magnesium,Dissolved,1.48,mg/l,,USGS-02336300,-84.24275,33.49131
2010-08-17,Sodium,Dissolved,4.73,mg/l,,USGS-02336300,-84.24275,33.49131
2010-08-17,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],,0.42,,,USGS-02336300,-84.24275,33.49131
2010-08-17,"Sodium, percent total cations",,27,%,,USGS-02336300,-84.24275,33.49131
2010-08-17,Potassium,Dissolved,2.99,mg/l,,USGS-02336300,-84.24275,33.49131
2010-08-17,Chloride,Dissolved,5.16,mg/l,,USGS-02336300,-84.24275,33.49131
2010-08-17,Sulfate,Dissolved,5.39,mg/l,,USGS-02336300,-84.24275,33.49131
2010-08-17,Silica,Dissolved,8.36,mg/l,,USGS-02336300,-84.24275,33.49131
2010-08-17,Chromium,Dissolved,0.23,ug/l,,USGS-02336300,-84.24275,33.49131
2010-08-17,Copper,Dissolved,3.2,ug/l,,USGS-02336300,-84.24275,33.49131
2010-08-17,Iron,Dissolved,329,ug/l,,USGS-02336300,-84.24275,33.49131
2010-08-17,Lead,Dissolved,0.573,ug/l,,USGS-02336300,-84.24275,33.49131
2010-08-17,Manganese,Dissolved,22.7,ug/l,,USGS-02336300,-84.24275,33.49131
2010-08-17,Nickel,Dissolved,0.71,ug/l,,USGS-02336300,-84.24275,33.49131
2010-08-17,Zinc,Dissolved,4.2,ug/l,,USGS-02336300,-84.24275,33.49131
2010-08-17,Aluminum,Dissolved,62.4,ug/l,,USGS-02336300,-84.24275,33.49131
2010-08-17,Alkalinity,Dissolved,25.8,mg/l CaCO3,,USGS-02336300,-84.24275,33.49131
2010-08-17,Escherichia coli,,19000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2010-08-17,"Stream flow, max, storm event",,317,ft3/s,Maximum,USGS-02336300,-84.24275,33.49131
2010-08-17,Turbidity,Total,100,FNU,,USGS-02336300,-84.24275,33.49131
2010-08-17,Total dissolved solids,Dissolved,54,mg/l,,USGS-02336300,-84.24275,33.49131
2010-08-17,Total dissolved solids,Dissolved,0.07,tons/ac ft,,USGS-02336300,-84.24275,33.49131
2010-08-17,Suspended Sediment Concentration (SSC),Suspended,96,%,,USGS-02336300,-84.24275,33.49131
2010-08-17,Nitrate,Dissolved,2.34,mg/l asNO3,,USGS-02336300,-84.24275,33.49131
2010-08-17,Nitrite,Dissolved,0.042,mg/l asNO2,,USGS-02336300,-84.24275,33.49131
2010-08-17,"Stream flow, mean, storm event",,163,ft3/s,Mean,USGS-02336300,-84.24275,33.49131
2010-08-17,Suspended Sediment Concentration (SSC),Suspended,136,mg/l,,USGS-02336300,-84.24275,33.49131
2019-06-11,Stream width measure,,60.0,ft,,USGS-02336300,-84.24275,33.49131
2019-06-11,Fecal Coliform,,6000,cfu/100ml,,USGS-02336300,-84.24275,33.49131
2019-06-11,"Temperature, water",,23.2,deg C,,USGS-02336300,-84.24275,33.49131
2019-06-11,"Temperature, air",,25.0,deg C,,USGS-02336300,-84.24275,33.49131
2019-06-11,Barometric pressure,,744,mm/Hg,,USGS-02336300,-84.24275,33.49131
2019-06-11,Stream flow,,91,ft3/s,Mean,USGS-02336300,-84.24275,33.49131
2019-06-11,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2019-06-11,"Height, gage",,2.99,ft,,USGS-02336300,-84.24275,33.49131
2019-06-11,Specific conductance,Total,89,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2019-06-11,"Acidity, (H+)",Total,0.00012,mg/l,,USGS-02336300,-84.24275,33.49131
2019-06-11,Oxygen,Dissolved,7.4,mg/l,,USGS-02336300,-84.24275,33.49131
2019-06-11,Oxygen,Dissolved,88,% saturatn,,USGS-02336300,-84.24275,33.49131
2019-06-11,pH,Total,6.9,std units,,USGS-02336300,-84.24275,33.49131
2019-06-11,"Height, gage",,0.91,m,,USGS-02336300,-84.24275,33.49131
2019-06-11,Stream flow,,2.6,m3/sec,Mean,USGS-02336300,-84.24275,33.49131
2019-06-11,Escherichia coli,,2200,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2019-06-11,Total Coliform,Total,68000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2019-06-11,Turbidity,Total,22,FNU,,USGS-02336300,-84.24275,33.49131
2015-02-24,Stream width measure,,60.0,ft,,USGS-02336300,-84.24275,33.49131
2015-02-24,"Temperature, water",,5.8,deg C,,USGS-02336300,-84.24275,33.49131
2015-02-24,"Temperature, air",,1.4,deg C,,USGS-02336300,-84.24275,33.49131
2015-02-24,Barometric pressure,,743,mm/Hg,,USGS-02336300,-84.24275,33.49131
2015-02-24,Stream flow,,202,ft3/s,Mean,USGS-02336300,-84.24275,33.49131
2015-02-24,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2015-02-24,"Height, gage",,3.72,ft,,USGS-02336300,-84.24275,33.49131
2015-02-24,Specific conductance,Total,118,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2015-02-24,"Acidity, (H+)",Total,0.00006,mg/l,,USGS-02336300,-84.24275,33.49131
2015-02-24,Oxygen,Dissolved,11.5,mg/l,,USGS-02336300,-84.24275,33.49131
2015-02-24,Oxygen,Dissolved,94,% saturatn,,USGS-02336300,-84.24275,33.49131
2015-02-24,pH,Total,7.3,std units,,USGS-02336300,-84.24275,33.49131
2015-02-24,"Height, gage",,1.13,m,,USGS-02336300,-84.24275,33.49131
2015-02-24,Stream flow,,5.7,m3/sec,Mean,USGS-02336300,-84.24275,33.49131
2015-02-24,Fecal Coliform,,2900,cfu/100ml,,USGS-02336300,-84.24275,33.49131
2015-02-24,Escherichia coli,,2300,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2015-02-24,Total Coliform,Total,18000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2015-02-24,Turbidity,Total,22,FNU,,USGS-02336300,-84.24275,33.49131
2015-02-24,Suspended Sediment Concentration (SSC),Suspended,24,mg/l,,USGS-02336300,-84.24275,33.49131
2015-02-24,Specific conductance,Total,121,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2014-02-04,"Temperature, water",,9.1,deg C,,USGS-02336300,-84.24275,33.49131
2014-02-04,"Temperature, air",,10.3,deg C,,USGS-02336300,-84.24275,33.49131
2014-02-04,Barometric pressure,,745,mm/Hg,,USGS-02336300,-84.24275,33.49131
2014-02-04,Stream flow,,52,ft3/s,Mean,USGS-02336300,-84.24275,33.49131
2014-02-04,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2014-02-04,"Height, gage",,2.69,ft,,USGS-02336300,-84.24275,33.49131
