ActivityStartDate,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,StatisticalBaseCode,MonitoringLocationIdentifier,LongitudeMeasure,LatitudeMeasure
2010-04-08,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,1.2,mg/l,,USGS-02336300,-84.24275,33.49131
2010-04-08,Nitrite,Dissolved,0.024,mg/l as N,,USGS-02336300,-84.24275,33.49131
2010-04-08,Nitrate,Dissolved,0.563,mg/l as N,,USGS-02336300,-84.24275,33.49131
2010-04-08,Kjeldahl nitrogen,Dissolved,0.61,mg/l as N,,USGS-02336300,-84.24275,33.49131
2010-04-08,Kjeldahl nitrogen,Total,3.1,mg/l as N,,USGS-02336300,-84.24275,33.49131
2010-04-08,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.59,mg/l as N,,USGS-02336300,-84.24275,33.49131
2010-04-08,Phosphorus,Total,0.604,mg/l as P,,USGS-02336300,-84.24275,33.49131
2010-04-08,Phosphorus,Dissolved,0.017,mg/l as P,,USGS-02336300,-84.24275,33.49131
2010-04-08,"Hardness, Ca, Mg",,26.3,mg/l CaCO3,,USGS-02336300,-84.24275,33.49131
2010-04-08,"Hardness, non-carbonate",Dissolved,9,mg/l CaCO3,,USGS-02336300,-84.24275,33.49131
2010-04-08,Calcium,Dissolved,7.97,mg/l,,USGS-02336300,-84.24275,33.49131
2010-04-08,Magnesium,Dissolved,1.55,mg/l,,USGS-02336300,-84.24275,33.49131
2010-04-08,Sodium,Dissolved,4.15,mg/l,,USGS-02336300,-84.24275,33.49131
2010-04-08,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],,0.35,,,USGS-02336300,-84.24275,33.49131
2010-04-08,"Sodium, percent total cations",,23,%,,USGS-02336300,-84.24275,33.49131
2010-04-08,Potassium,Dissolved,3.15,mg/l,,USGS-02336300,-84.24275,33.49131
2010-04-08,Chloride,Dissolved,5.44,mg/l,,USGS-02336300,-84.24275,33.49131
2010-04-08,Sulfate,Dissolved,6.58,mg/l,,USGS-02336300,-84.24275,33.49131
2010-04-08,Silica,Dissolved,7.37,mg/l,,USGS-02336300,-84.24275,33.49131
2010-04-08,Cadmium,Dissolved,0.026,ug/l,,USGS-02336300,-84.24275,33.49131
2010-04-08,Chromium,Dissolved,0.32,ug/l,,USGS-02336300,-84.24275,33.49131
2010-04-08,Copper,Dissolved,8.7,ug/l,,USGS-02336300,-84.24275,33.49131
2010-04-08,Iron,Dissolved,318,ug/l,,USGS-02336300,-84.24275,33.49131
2010-04-08,Lead,Dissolved,0.847,ug/l,,USGS-02336300,-84.24275,33.49131
2010-04-08,Manganese,Dissolved,28.9,ug/l,,USGS-02336300,-84.24275,33.49131
2010-04-08,Nickel,Dissolved,0.86,ug/l,,USGS-02336300,-84.24275,33.49131
2010-04-08,Zinc,Dissolved,15.8,ug/l,,USGS-02336300,-84.24275,33.49131
2010-04-08,Aluminum,Dissolved,195,ug/l,,USGS-02336300,-84.24275,33.49131
2010-04-08,Alkalinity,Dissolved,17.0,mg/l CaCO3,,USGS-02336300,-84.24275,33.49131
2010-04-08,Escherichia coli,,29000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2010-04-08,"Stream flow, max, storm event",,687,ft3/s,Maximum,USGS-02336300,-84.24275,33.49131
2010-04-08,Turbidity,Total,220,FNU,,USGS-02336300,-84.24275,33.49131
2010-04-08,Suspended Sediment Concentration (SSC),Suspended,85,%,,USGS-02336300,-84.24275,33.49131
2010-04-08,Nitrate,Dissolved,2.49,mg/l asNO3,,USGS-02336300,-84.24275,33.49131
2010-04-08,Nitrite,Dissolved,0.078,mg/l asNO2,,USGS-02336300,-84.24275,33.49131
2010-04-08,"Stream flow, mean, storm event",,375,ft3/s,Mean,USGS-02336300,-84.24275,33.49131
2010-04-08,Suspended Sediment Concentration (SSC),Suspended,315,mg/l,,USGS-02336300,-84.24275,33.49131
2012-12-05,Oxygen,Dissolved,10.8,mg/l,,USGS-02336300,-84.24275,33.49131
2012-12-05,"Temperature, water",,14.4,deg C,,USGS-02336300,-84.24275,33.49131
2012-12-05,"Temperature, air",,19.4,deg C,,USGS-02336300,-84.24275,33.49131
2012-12-05,Barometric pressure,,748,mm/Hg,,USGS-02336300,-84.24275,33.49131
2012-12-05,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2012-12-05,"Height, gage",,2.17,ft,,USGS-02336300,-84.24275,33.49131
2012-12-05,Specific conductance,Total,169,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2012-12-05,"Acidity, (H+)",Total,0.00003,mg/l,,USGS-02336300,-84.24275,33.49131
2012-12-05,Oxygen,Dissolved,107,% saturatn,,USGS-02336300,-84.24275,33.49131
2012-12-05,pH,Total,7.6,std units,,USGS-02336300,-84.24275,33.49131
2012-12-05,"Height, gage",,0.66,m,,USGS-02336300,-84.24275,33.49131
2012-12-05,Fecal Coliform,,180,cfu/100ml,,USGS-02336300,-84.24275,33.49131
2012-12-05,Escherichia coli,,110,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2012-12-05,Total Coliform,Total,5500,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2012-12-05,Turbidity,Total,2.9,FNU,,USGS-02336300,-84.24275,33.49131
2016-11-22,Oxygen,Dissolved,88,% saturatn,,USGS-02336300,-84.24275,33.49131
2016-11-22,Stream width measure,,12.0,ft,,USGS-02336300,-84.24275,33.49131
2016-11-22,"Temperature, water",,6.3,deg C,,USGS-02336300,-84.24275,33.49131
2016-11-22,"Temperature, air",,7.4,deg C,,USGS-02336300,-84.24275,33.49131
2016-11-22,Barometric pressure,,747,mm/Hg,,USGS-02336300,-84.24275,33.49131
2016-11-22,Stream flow,,12,ft3/s,Mean,USGS-02336300,-84.24275,33.49131
2016-11-22,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2016-11-22,"Height, gage",,2.03,ft,,USGS-02336300,-84.24275,33.49131
2016-11-22,Specific conductance,Total,202,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2016-11-22,"Acidity, (H+)",Total,0.00007,mg/l,,USGS-02336300,-84.24275,33.49131
2016-11-22,Oxygen,Dissolved,10.7,mg/l,,USGS-02336300,-84.24275,33.49131
2016-11-22,pH,Total,7.1,std units,,USGS-02336300,-84.24275,33.49131
2016-11-22,"Height, gage",,0.62,m,,USGS-02336300,-84.24275,33.49131
2016-11-22,Stream flow,,0.34,m3/sec,Mean,USGS-02336300,-84.24275,33.49131
2016-11-22,Fecal Coliform,,150,cfu/100ml,,USGS-02336300,-84.24275,33.49131
2016-11-22,Escherichia coli,,110,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2016-11-22,Total Coliform,Total,2000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2016-11-22,Turbidity,Total,2.0,FNU,,USGS-02336300,-84.24275,33.49131
2010-08-01,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2010-08-01,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,2.9,mg/l,,USGS-02336300,-84.24275,33.49131
2010-08-01,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,1.1,mg/l,,USGS-02336300,-84.24275,33.49131
2010-08-01,Nitrite,Dissolved,0.015,mg/l as N,,USGS-02336300,-84.24275,33.49131
2010-08-01,Nitrate,Dissolved,0.554,mg/l as N,,USGS-02336300,-84.24275,33.49131
2010-08-01,Kjeldahl nitrogen,Dissolved,0.52,mg/l as N,,USGS-02336300,-84.24275,33.49131
2010-08-01,Kjeldahl nitrogen,Total,2.4,mg/l as N,,USGS-02336300,-84.24275,33.49131
2010-08-01,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.57,mg/l as N,,USGS-02336300,-84.24275,33.49131
2010-08-01,Orthophosphate,Dissolved,0.045,mg/l asPO4,,USGS-02336300,-84.24275,33.49131
2010-08-01,Phosphorus,Total,0.845,mg/l as P,,USGS-02336300,-84.24275,33.49131
2010-08-01,Phosphorus,Dissolved,0.053,mg/l as P,,USGS-02336300,-84.24275,33.49131
2010-08-01,Orthophosphate,Dissolved,0.015,mg/l as P,,USGS-02336300,-84.24275,33.49131
2010-08-01,"Hardness, Ca, Mg",,15.3,mg/l CaCO3,,USGS-02336300,-84.24275,33.49131
2010-08-01,Escherichia coli,,31000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2010-08-01,Calcium,Dissolved,4.82,mg/l,,USGS-02336300,-84.24275,33.49131
2010-08-01,Magnesium,Dissolved,0.799,mg/l,,USGS-02336300,-84.24275,33.49131
2010-08-01,Sodium,Dissolved,2.23,mg/l,,USGS-02336300,-84.24275,33.49131
2010-08-01,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],,0.25,,,USGS-02336300,-84.24275,33.49131
2010-08-01,"Sodium, percent total cations",,21,%,,USGS-02336300,-84.24275,33.49131
2010-08-01,Potassium,Dissolved,2.36,mg/l,,USGS-02336300,-84.24275,33.49131
2010-08-01,Chloride,Dissolved,2.84,mg/l,,USGS-02336300,-84.24275,33.49131
2010-08-01,Sulfate,Dissolved,5.28,mg/l,,USGS-02336300,-84.24275,33.49131
2010-08-01,Silica,Dissolved,3.54,mg/l,,USGS-02336300,-84.24275,33.49131
2010-08-01,Chromium,Dissolved,0.26,ug/l,,USGS-02336300,-84.24275,33.49131
2010-08-01,Copper,Dissolved,5.1,ug/l,,USGS-02336300,-84.24275,33.49131
2010-08-01,Iron,Dissolved,177,ug/l,,USGS-02336300,-84.24275,33.49131
2010-08-01,Lead,Dissolved,1.00,ug/l,,USGS-02336300,-84.24275,33.49131
2010-08-01,Manganese,Dissolved,78.2,ug/l,,USGS-02336300,-84.24275,33.49131
2010-08-01,Nickel,Dissolved,1.4,ug/l,,USGS-02336300,-84.24275,33.49131
2010-08-01,Zinc,Dissolved,9.4,ug/l,,USGS-02336300,-84.24275,33.49131
2010-08-01,Aluminum,Dissolved,54.5,ug/l,,USGS-02336300,-84.24275,33.49131
2010-08-01,Alkalinity,Dissolved,15.5,mg/l CaCO3,,USGS-02336300,-84.24275,33.49131
2010-08-01,"Stream flow, max, storm event",,850,ft3/s,Maximum,USGS-02336300,-84.24275,33.49131
2010-08-01,Nitrate,Dissolved,2.45,mg/l asNO3,,USGS-02336300,-84.24275,33.49131
2010-08-01,Nitrite,Dissolved,0.050,mg/l asNO2,,USGS-02336300,-84.24275,33.49131
2010-08-01,"Stream flow, mean, storm event",,582,ft3/s,Mean,USGS-02336300,-84.24275,33.49131
2020-02-25,Stream width measure,,100,ft,,USGS-02336300,-84.24275,33.49131
2020-02-25,"Temperature, water",,10.4,deg C,,USGS-02336300,-84.24275,33.49131
2020-02-25,"Temperature, air",,13.0,deg C,,USGS-02336300,-84.24275,33.49131
2020-02-25,Barometric pressure,,735,mm/Hg,,USGS-02336300,-84.24275,33.49131
2020-02-25,Stream flow,,268,ft3/s,Mean,USGS-02336300,-84.24275,33.49131
2020-02-25,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2020-02-25,"Height, gage",,4.12,ft,,USGS-02336300,-84.24275,33.49131
2020-02-25,Specific conductance,Total,72,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2020-02-25,"Acidity, (H+)",Total,0.00007,mg/l,,USGS-02336300,-84.24275,33.49131
2020-02-25,Oxygen,Dissolved,10.4,mg/l,,USGS-02336300,-84.24275,33.49131
2020-02-25,Oxygen,Dissolved,96,% saturatn,,USGS-02336300,-84.24275,33.49131
2020-02-25,pH,Total,7.2,std units,,USGS-02336300,-84.24275,33.49131
2020-02-25,"Height, gage",,1.26,m,,USGS-02336300,-84.24275,33.49131
2020-02-25,Stream flow,,7.6,m3/sec,Mean,USGS-02336300,-84.24275,33.49131
2020-02-25,Fecal Coliform,,1400,cfu/100ml,,USGS-02336300,-84.24275,33.49131
2020-02-25,Escherichia coli,,1700,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2020-02-25,Total Coliform,Total,26000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2020-02-25,Turbidity,Total,29,FNU,,USGS-02336300,-84.24275,33.49131
2014-09-30,"Temperature, water",,20.2,deg C,,USGS-02336300,-84.24275,33.49131
2014-09-30,"Temperature, air",,25.0,deg C,,USGS-02336300,-84.24275,33.49131
2014-09-30,Barometric pressure,,741,mm/Hg,,USGS-02336300,-84.24275,33.49131
2014-09-30,Stream flow,,36,ft3/s,Mean,USGS-02336300,-84.24275,33.49131
2014-09-30,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2014-09-30,"Height, gage",,2.55,ft,,USGS-02336300,-84.24275,33.49131
2014-09-30,Specific conductance,Total,170,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2014-09-30,"Acidity, (H+)",Total,0.00009,mg/l,,USGS-02336300,-84.24275,33.49131
2014-09-30,Oxygen,Dissolved,7.0,mg/l,,USGS-02336300,-84.24275,33.49131
2014-09-30,Oxygen,Dissolved,79,% saturatn,,USGS-02336300,-84.24275,33.49131
2014-09-30,pH,Total,7.0,std units,,USGS-02336300,-84.24275,33.49131
2014-09-30,"Height, gage",,0.78,m,,USGS-02336300,-84.24275,33.49131
2014-09-30,Stream flow,,1.0,m3/sec,Mean,USGS-02336300,-84.24275,33.49131
2014-09-30,Fecal Coliform,,1800,cfu/100ml,,USGS-02336300,-84.24275,33.49131
2014-09-30,Escherichia coli,,710,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2014-09-30,Total Coliform,Total,31000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2014-09-30,Turbidity,Total,4.2,FNU,,USGS-02336300,-84.24275,33.49131
2014-11-04,pH,Total,7.5,std units,,USGS-02336300,-84.24275,33.49131
2014-11-04,"Height, gage",,0.69,m,,USGS-02336300,-84.24275,33.49131
2014-11-04,Stream flow,,0.52,m3/sec,Mean,USGS-02336300,-84.24275,33.49131
2014-11-04,Stream width measure,,25.0,ft,,USGS-02336300,-84.24275,33.49131
2014-11-04,"Temperature, water",,9.2,deg C,,USGS-02336300,-84.24275,33.49131
2014-11-04,"Temperature, air",,14.3,deg C,,USGS-02336300,-84.24275,33.49131
2014-11-04,Barometric pressure,,753,mm/Hg,,USGS-02336300,-84.24275,33.49131
2014-11-04,Stream flow,,18,ft3/s,Mean,USGS-02336300,-84.24275,33.49131
2014-11-04,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2014-11-04,"Height, gage",,2.26,ft,,USGS-02336300,-84.24275,33.49131
2014-11-04,Specific conductance,Total,175,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2014-11-04,"Acidity, (H+)",Total,0.00003,mg/l,,USGS-02336300,-84.24275,33.49131
2014-11-04,Oxygen,Dissolved,10.7,mg/l,,USGS-02336300,-84.24275,33.49131
2014-11-04,Oxygen,Dissolved,94,% saturatn,,USGS-02336300,-84.24275,33.49131
2014-11-04,Fecal Coliform,,170,cfu/100ml,,USGS-02336300,-84.24275,33.49131
2014-11-04,Escherichia coli,,180,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2014-11-04,Total Coliform,Total,2900,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2014-11-04,Turbidity,Total,2.3,FNU,,USGS-02336300,-84.24275,33.49131
2018-11-06,Stream width measure,,80.0,ft,,USGS-02336300,-84.24275,33.49131
2018-11-06,"Temperature, water",,17.8,deg C,,USGS-02336300,-84.24275,33.49131
2018-11-06,"Temperature, air",,16.7,deg C,,USGS-02336300,-84.24275,33.49131
2018-11-06,Barometric pressure,,739,mm/Hg,,USGS-02336300,-84.24275,33.49131
2018-11-06,Stream flow,,205,ft3/s,Mean,USGS-02336300,-84.24275,33.49131
2018-11-06,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2018-11-06,"Height, gage",,3.73,ft,,USGS-02336300,-84.24275,33.49131
2018-11-06,Specific conductance,Total,174,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2018-11-06,"Acidity, (H+)",Total,0.00011,mg/l,,USGS-02336300,-84.24275,33.49131
2018-11-06,Oxygen,Dissolved,6.6,mg/l,,USGS-02336300,-84.24275,33.49131
2018-11-06,Oxygen,Dissolved,72,% saturatn,,USGS-02336300,-84.24275,33.49131
2018-11-06,pH,Total,7.0,std units,,USGS-02336300,-84.24275,33.49131
2018-11-06,"Height, gage",,1.14,m,,USGS-02336300,-84.24275,33.49131
2018-11-06,Stream flow,,5.8,m3/sec,Mean,USGS-02336300,-84.24275,33.49131
2018-11-06,Escherichia coli,,650000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2018-11-06,Turbidity,Total,120,FNU,,USGS-02336300,-84.24275,33.49131
2012-11-28,"Temperature, water",,9.3,deg C,,USGS-02336300,-84.24275,33.49131
2012-11-28,"Temperature, air",,11.9,deg C,,USGS-02336300,-84.24275,33.49131
2012-11-28,Barometric pressure,,752,mm/Hg,,USGS-02336300,-84.24275,33.49131
2012-11-28,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2012-11-28,"Height, gage",,2.16,ft,,USGS-02336300,-84.24275,33.49131
2012-11-28,Specific conductance,Total,169,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2012-11-28,"Acidity, (H+)",Total,0.00003,mg/l,,USGS-02336300,-84.24275,33.49131
2012-11-28,Oxygen,Dissolved,11.2,mg/l,,USGS-02336300,-84.24275,33.49131
2012-11-28,Oxygen,Dissolved,99,% saturatn,,USGS-02336300,-84.24275,33.49131
2012-11-28,pH,Total,7.5,std units,,USGS-02336300,-84.24275,33.49131
2012-11-28,"Height, gage",,0.66,m,,USGS-02336300,-84.24275,33.49131
2012-11-28,Fecal Coliform,,61,cfu/100ml,,USGS-02336300,-84.24275,33.49131
2012-11-28,Escherichia coli,,10,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2012-11-28,Total Coliform,Total,1500,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2012-11-28,Turbidity,Total,1.6,FNU,,USGS-02336300,-84.24275,33.49131
2017-10-09,Stream width measure,,55.0,ft,,USGS-02336300,-84.24275,33.49131
2017-10-09,"Temperature, water",,22.4,deg C,,USGS-02336300,-84.24275,33.49131
2017-10-09,"Temperature, air",,23.5,deg C,,USGS-02336300,-84.24275,33.49131
2017-10-09,Barometric pressure,,741,mm/Hg,,USGS-02336300,-84.24275,33.49131
2017-10-09,Stream flow,,92,ft3/s,Mean,USGS-02336300,-84.24275,33.49131
2017-10-09,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2017-10-09,"Height, gage",,2.99,ft,,USGS-02336300,-84.24275,33.49131
2017-10-09,Specific conductance,Total,81,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2017-10-09,"Acidity, (H+)",Total,0.00012,mg/l,,USGS-02336300,-84.24275,33.49131
2017-10-09,Oxygen,Dissolved,6.9,mg/l,,USGS-02336300,-84.24275,33.49131
2017-10-09,Oxygen,Dissolved,82,% saturatn,,USGS-02336300,-84.24275,33.49131
2017-10-09,pH,Total,6.9,std units,,USGS-02336300,-84.24275,33.49131
2017-10-09,"Height, gage",,0.91,m,,USGS-02336300,-84.24275,33.49131
2017-10-09,Stream flow,,2.6,m3/sec,Mean,USGS-02336300,-84.24275,33.49131
2017-10-09,Fecal Coliform,,9000,cfu/100ml,,USGS-02336300,-84.24275,33.49131
2017-10-09,Escherichia coli,,11000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2017-10-09,Total Coliform,Total,240000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2017-10-09,Turbidity,Total,32,FNU,,USGS-02336300,-84.24275,33.49131
2012-11-07,"Temperature, water",,12.1,deg C,,USGS-02336300,-84.24275,33.49131
2012-11-07,Barometric pressure,,741,mm/Hg,,USGS-02336300,-84.24275,33.49131
2012-11-07,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2012-11-07,"Height, gage",,2.50,ft,,USGS-02336300,-84.24275,33.49131
2012-11-07,Specific conductance,Total,87,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2012-11-07,"Acidity, (H+)",Total,0.00010,mg/l,,USGS-02336300,-84.24275,33.49131
2012-11-07,Oxygen,Dissolved,8.9,mg/l,,USGS-02336300,-84.24275,33.49131
2012-11-07,Oxygen,Dissolved,85,% saturatn,,USGS-02336300,-84.24275,33.49131
2012-11-07,pH,Total,7.0,std units,,USGS-02336300,-84.24275,33.49131
2012-11-07,"Height, gage",,0.76,m,,USGS-02336300,-84.24275,33.49131
2012-11-07,Fecal Coliform,,5000,cfu/100ml,,USGS-02336300,-84.24275,33.49131
2012-11-07,Escherichia coli,,2900,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2012-11-07,Turbidity,Total,51,FNU,,USGS-02336300,-84.24275,33.49131
2019-06-18,Stream width measure,,40.0,ft,,USGS-02336300,-84.24275,33.49131
2019-06-18,"Temperature, water",,23.9,deg C,,USGS-02336300,-84.24275,33.49131
2019-06-18,"Temperature, air",,26.4,deg C,,USGS-02336300,-84.24275,33.49131
2019-06-18,Barometric pressure,,738,mm/Hg,,USGS-02336300,-84.24275,33.49131
2019-06-18,Stream flow,,80,ft3/s,Mean,USGS-02336300,-84.24275,33.49131
2019-06-18,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2019-06-18,"Height, gage",,2.89,ft,,USGS-02336300,-84.24275,33.49131
2019-06-18,Specific conductance,Total,111,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2019-06-18,"Acidity, (H+)",Total,0.00008,mg/l,,USGS-02336300,-84.24275,33.49131
2019-06-18,Oxygen,Dissolved,6.5,mg/l,,USGS-02336300,-84.24275,33.49131
2019-06-18,Oxygen,Dissolved,80,% saturatn,,USGS-02336300,-84.24275,33.49131
2019-06-18,pH,Total,7.1,std units,,USGS-02336300,-84.24275,33.49131
2019-06-18,"Height, gage",,0.88,m,,USGS-02336300,-84.24275,33.49131
2019-06-18,Stream flow,,2.3,m3/sec,Mean,USGS-02336300,-84.24275,33.49131
2019-06-18,Fecal Coliform,,33000,cfu/100ml,,USGS-02336300,-84.24275,33.49131
2019-06-18,Escherichia coli,,18000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2019-06-18,Total Coliform,Total,550000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2019-06-18,Turbidity,Total,25,FNU,,USGS-02336300,-84.24275,33.49131
2020-08-25,Stream width measure,,60.0,ft,,USGS-02336300,-84.24275,33.49131
2020-08-25,"Temperature, water",,23.5,deg C,,USGS-02336300,-84.24275,33.49131
2020-08-25,"Temperature, air",,22.8,deg C,,USGS-02336300,-84.24275,33.49131
2020-08-25,Barometric pressure,,742,mm/Hg,,USGS-02336300,-84.24275,33.49131
2020-08-25,Stream flow,,290,ft3/s,Mean,USGS-02336300,-84.24275,33.49131
2020-08-25,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2020-08-25,"Height, gage",,4.16,ft,,USGS-02336300,-84.24275,33.49131
2020-08-25,Specific conductance,Total,107,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2020-08-25,"Acidity, (H+)",Total,0.00009,mg/l,,USGS-02336300,-84.24275,33.49131
2020-08-25,Oxygen,Dissolved,8.6,mg/l,,USGS-02336300,-84.24275,33.49131
2020-08-25,Oxygen,Dissolved,104,% saturatn,,USGS-02336300,-84.24275,33.49131
2020-08-25,pH,Total,7.0,std units,,USGS-02336300,-84.24275,33.49131
2020-08-25,"Height, gage",,1.27,m,,USGS-02336300,-84.24275,33.49131
2020-08-25,Stream flow,,8.2,m3/sec,Mean,USGS-02336300,-84.24275,33.49131
2020-08-25,Fecal Coliform,,34000,cfu/100ml,,USGS-02336300,-84.24275,33.49131
2020-08-25,Escherichia coli,,13000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2020-08-25,Total Coliform,Total,490000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2020-08-25,Turbidity,Total,51,FNU,,USGS-02336300,-84.24275,33.49131
2010-05-14,"Stream flow, max, storm event",,207,ft3/s,Maximum,USGS-02336300,-84.24275,33.49131
2010-05-14,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2010-05-14,Specific conductance,Total,146,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2010-05-14,"Acidity, (H+)",Total,0.00002,mg/l,,USGS-02336300,-84.24275,33.49131
2010-05-14,pH,Total,7.7,std units,,USGS-02336300,-84.24275,33.49131
2010-05-14,Carbon dioxide,Total,2.0,mg/l,,USGS-02336300,-84.24275,33.49131
2010-05-14,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,2.2,mg/l,,USGS-02336300,-84.24275,33.49131
2010-05-14,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,0.95,mg/l,,USGS-02336300,-84.24275,33.49131
2010-05-14,Nitrite,Dissolved,0.017,mg/l as N,,USGS-02336300,-84.24275,33.49131
2010-05-14,Nitrate,Dissolved,0.578,mg/l as N,,USGS-02336300,-84.24275,33.49131
2010-05-14,Kjeldahl nitrogen,Dissolved,0.35,mg/l as N,,USGS-02336300,-84.24275,33.49131
2010-05-14,Kjeldahl nitrogen,Total,1.6,mg/l as N,,USGS-02336300,-84.24275,33.49131
2010-05-14,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.59,mg/l as N,,USGS-02336300,-84.24275,33.49131
2010-05-14,Orthophosphate,Dissolved,0.027,mg/l asPO4,,USGS-02336300,-84.24275,33.49131
2010-05-14,Phosphorus,Total,0.185,mg/l as P,,USGS-02336300,-84.24275,33.49131
2010-05-14,Phosphorus,Dissolved,0.009,mg/l as P,,USGS-02336300,-84.24275,33.49131
2010-05-14,Orthophosphate,Dissolved,0.009,mg/l as P,,USGS-02336300,-84.24275,33.49131
2010-05-14,"Hardness, Ca, Mg",,47.9,mg/l CaCO3,,USGS-02336300,-84.24275,33.49131
2010-05-14,"Hardness, non-carbonate",Dissolved,0.0,mg/l CaCO3,,USGS-02336300,-84.24275,33.49131
2010-05-14,Calcium,Dissolved,14.6,mg/l,,USGS-02336300,-84.24275,33.49131
2010-05-14,Magnesium,Dissolved,2.79,mg/l,,USGS-02336300,-84.24275,33.49131
2010-05-14,Sodium,Dissolved,7.66,mg/l,,USGS-02336300,-84.24275,33.49131
2010-05-14,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],,0.48,,,USGS-02336300,-84.24275,33.49131
2010-05-14,"Sodium, percent total cations",,24,%,,USGS-02336300,-84.24275,33.49131
2010-05-14,Potassium,Dissolved,3.22,mg/l,,USGS-02336300,-84.24275,33.49131
2010-05-14,Chloride,Dissolved,9.44,mg/l,,USGS-02336300,-84.24275,33.49131
2010-05-14,Sulfate,Dissolved,10.9,mg/l,,USGS-02336300,-84.24275,33.49131
2010-05-14,Silica,Dissolved,14.8,mg/l,,USGS-02336300,-84.24275,33.49131
2010-05-14,Cadmium,Dissolved,0.032,ug/l,,USGS-02336300,-84.24275,33.49131
2010-05-14,Chromium,Dissolved,0.18,ug/l,,USGS-02336300,-84.24275,33.49131
2010-05-14,Copper,Dissolved,3.2,ug/l,,USGS-02336300,-84.24275,33.49131
2010-05-14,Iron,Dissolved,160,ug/l,,USGS-02336300,-84.24275,33.49131
2010-05-14,Lead,Dissolved,0.196,ug/l,,USGS-02336300,-84.24275,33.49131
2010-05-14,Manganese,Dissolved,100,ug/l,,USGS-02336300,-84.24275,33.49131
2010-05-14,Nickel,Dissolved,1.1,ug/l,,USGS-02336300,-84.24275,33.49131
2010-05-14,Zinc,Dissolved,6.7,ug/l,,USGS-02336300,-84.24275,33.49131
